,content
4374,    虽然只经过三天集训，但里皮对这支年轻的国家队有了初步的认识，毕竟“中国杯”开赛在即，因而尽快确定主力无疑是当务之急。据了解，里皮对国足对阵冰岛队的阵容已经做到心中有数，与此同时，国足也公布了队员号码，其中，身背8号球衣的上港球员蔡慧康被里皮钦命为国足队长。
4375,    队长蔡慧康：打出精气神
4376,    在本期国家队的名单中，只有蔡慧康、曹赟定两人参加了上一期的国家队集训，其他球员中很多人甚至是第一次入选国家队，而且有的球员刚刚二十岁出头，队中惟一的老将就是申花球员毛剑卿。本期国家队征调23名球员，在南宁训练期间，申花的李建滨因伤离队，不过里皮并不打算再招入新人。从球衣号码来看，身披5号战袍的杨善平算是后防中坚，10号胡人天则是攻击线关键人物，“老将”毛剑卿接过9号得分手的球衣。对于队长人选，里皮赛前公布了答案，“本次赛事国足的队长是蔡慧康，他具备队长的素质和能力。”谈到被赋予队长的职责，是不是会感到压力，蔡慧康表示：这次的比赛不会有什么压力。虽然跟这些新来的队员磨合时间不是很长。但年轻球员的拼劲很足，这是他们的优势。
4377,    对于本次中国杯赛的期待，蔡慧康直言：大家都看到冰岛队在欧洲杯赛上的表现，这支球队战斗力很强大，这也是他们特有的民族精神。我们几个月没打比赛，可能竞技状态不如对手。但经过这几天调整，已经恢复了很多。所以我们首先要打出自己的精气神。
4378,    阵容已确定，状态存疑问
4379,    尽管只练了三天，但考虑到首战冰岛前总共只有4堂训练课和一次赛前踩场，因此里皮希望尽快找到首发11人，并且为队员们灌输好战术。首发门将位置上，之前入选的颜骏凌、杨启鹏由于各种原因均未能报到，这也使得原定三门邹德海一跃成为首发，不可否认，让一位已经降入中甲的守门员担任一号国门，彰显了里皮的胆识。后防线，杨善平和高准翼搭档中卫的可能性比较大，两个边后卫则是柏佳骏和傅欢分居左右，两人速度快助攻能力强，这也是里皮选择他们的主要原因。双后腰位置首发同样没有太大悬念——本届国足的“老大哥”蔡慧康将搭档去年联赛尾声大火的裴帅，曹赟定和胡人天则分居两翼，正式转会华夏幸福在即的尹鸿博，将在中国杯上担当球队组织核心重任，球风秀气的小尹终于迎来了展示自己的大好良机。在武磊最终“落选”后，首发中锋没有任何悬念——毛剑卿是这支国足阵中唯一可以胜任中锋支点的球员。
4380,    相比于客观条件接近完美，参加中国杯23名球员最令里皮担忧的并不是能力上与主力国脚的差距，而是状态。“考虑到球员的竞技状态和体能状况，与冰岛的比赛会很困难。”里皮赛前坦言。　记者付瑞
4381,"　　原标题：国足明天战冰岛 ,输赢都会有惊喜"
4382,　　带着史上最嫩的国足，里皮将在明天迎来和冰岛队的比赛。“踢冰岛赢球困难。”昨天的赛前新闻发布会上，里皮也是实话实说。
4383,　　蔡慧康当队长
4384,　　23名球员里，多达17名球员是首次入选，而其中更是仅6人有过国际A级比赛的经历。带着这样一支国足征战中国杯，队长的人选似乎一点也不是难题。因为所有这些球员中，打过18场国际A级赛事的蔡慧康绝对是经验最丰富的一个。他的出场次数比排在队中第二的毛剑卿足足多了9场。而且，毛剑卿此前已经长期缺席国字号球队的集训。
4385,　　第一次成为国足的队长，是种什么感觉？蔡慧康说：“当然是很激动的。不过也不会因此有什么压力。我参加了上次国足的集训，算是相对熟悉球队的打法。因此平时训练的时候我也会和新队员交流，告诉他们应该如何跑位，应该如何传接球，如何贯彻教练员的意图。通过这些交流，我们也慢慢找到了一些默契的感觉。虽然跟这些新来的队员磨合时间不是很长，大家在技战术配合方面也不是很成熟。但年轻球员的拼劲很足，这是他们的优势。”
4386,　　而谈到去年在欧洲杯上有出色表现的冰岛队，蔡慧康说：“对手的实力还是很强的，大家也都看到冰岛队在欧洲杯赛上的表现，这支球队战斗力很强大，这也是他们特有的民族精神。我们几个月没打比赛，可能竞技状态不如对手。但经过这几天调整，已经恢复了很多。所以我们首先要打出自己的精气神。可能我们的技战术不像原来国家队那么娴熟，但通过里皮的调教，我们在慢慢变好，这会对比赛起到更大的帮助。”
4387,　　赢球真挺困难
4388,　　队长选好，比赛也将在明天开打。对于遇到冰岛队这样的对手，赢球的几率多大呢？对此，里皮也是实话实说：“赢球挺困难。”
4389,　　“这次来到中国杯的冰岛队有7名球员入选过欧洲杯大名单，很多球员都在国家队有过出场经历，大概出场经历在10场到15场左右，所以我们要很重视这个对手。”里皮说，“而这次我们的备战时间相对仓促，要做的工作难度很大。但不管怎么样，我还是希望队员们发挥出自己的水平，有好的表现，不要有过多心理负担。”
4390,　　此外，因为在开赛之前申花的球员李建滨离开了球队，国足的后防线再次遭遇人荒。对此，里皮说：“球队会通过这几天训练找到合适的后防线人选，到了比赛的时候就会确定。接下来两场比赛肯定在首发上会有变化，不敢保证所有人都有出场机会，但肯定会有变化，我们面对比赛都是一视同仁，希望取得胜利。同时也需要考虑到竞技状态、体能状况。如果取胜当然是非常好的，如果不能做到，希望达到我们的目的，考查更多球员。”
4391,　　2月集训有惊喜
4392,　　赢球不容易，比赛以考查新人为目的，这样的中国杯对于里皮来说，意义究竟有多大？银狐倒是相当的乐观，他表示，输赢都会有惊喜。在这次的集训中，已经有球员引起了他的兴趣。所以等到2月份国足再集训的时候，一定会有惊喜出现。
4393,　　“我一直在观察中国的球员，过往可能对很多球员了解不深入，但有些球员已经引起了我的兴趣，我会慎重考虑每个球员。”里皮说。当然，比赛还没开打，经验老到的银狐可不会直接点出球员们的名字。“这次中国杯比赛，我们的目的非常明确，就是帮助国家队寻找新的球员，所有球员都在付出他们的努力，我不能单独点出个别球员的名字，这是对所有人的尊重。我们2月份还会有集训，到那个时候有人入选的话，你们就看到我对哪些人有兴趣了。”里皮说。
4394,　　的确，代表国家队出战是所有球员的梦想。不管参加的比赛如何，毕竟代表的是国家队，更何况如果在这次的中国杯比赛中表现出色，至少可以在里皮眼中加深印象，未来就有可能代表国家队参加12强或者更多的正式比赛。为此，国家队领队也在自己的微博上鼓励这些年轻球员：(你们要)珍惜为国家踢球的机会！证明自己是最好的！“中国杯”加油！
4395,　　本报记者 李立 J148
4396,　　链接
4397,　　中国杯国足号码
4398,　　1 石笑天、2 柏佳骏、3 裴帅、4 范晓冬、5 杨善平、6 高准翼、7 王靖斌、8 蔡慧康、9 毛剑卿、10 胡人天、11 尹鸿博、12 邹德海、13 邓涵文、14 冯刚、15 池忠国、17 崔民、18 陈中流、19 曹赟定、20 汪晋贤、21 惠家康、22 池文一、23 傅欢
4399,    南方日报讯 （记者/金朱玺）北京时间8日凌晨，ATP卡塔尔网球公开赛结束了决赛的争夺。卫冕冠军德约科维奇以2比1力克老对手、世界第一穆雷，成功卫冕该赛事冠军，并终结了对手的28连胜。
4400,    在整场比赛中，德约科维奇都极具侵略性，塞尔维亚人一共35次来到网前，并赢得了其中近70%的分数。对于自己的战术，小德谈道：“你必须要很好地谋划这一分，并找到合适的时机来到网前。这控制了比赛，富有侵略性的打法是取胜之道。”
4401,    两人在决赛中大战将近3小时才分出胜负，其中德约科维奇更在第二盘浪费了3个赛点。对于这场胜利的意义，德约科维奇表示：“这是我能够要求的开启新赛季的最佳方式。在这项赛事中打满5场比赛，和世界第一、我最伟大的对手经历3小时的比赛，赢得了这场马拉松式的比赛无疑为我之后的比赛带来了积极的信号。现在，我再次感到自信了。”
4402,    尽管输掉了这次比赛，但穆雷依然看好自己在澳网的前景：“有些事情我能够做得更好，比如在兑现破发点上的表现，这可能还需要多打几场比赛。输掉比赛当然不是什么好事，但这场比赛过后我觉得我依然有机会拿下今年澳网。”
4403,"　　2017年1月8日，由财神集团主办、为期四天的第五届“财神杯”视频象棋快棋赛在佛山财神酒店正式谢幕。从擂台赛到正赛，来自海内外各地的职业大师和业余选手共冶一堂，在十数分钟的棋盘上决一高下，让棋迷目不暇接。最终，王天一大师披荆斩棘，在一众快棋好手中突围而出 ,夺得第五届“财神杯”冠军，洪智大师获得第二名赵国荣大师和孟辰大师并列第三名。"
4404,　　颁奖仪式上，财神集团代言人财神哥财神妹登上颁奖台，为一众获奖棋手颁发奖项。随后，本届“财神杯”冠军王天一大师发表冠军感言，感谢财神集团给予这个机会，通过这个平台，无论职业棋手还是业余棋手，棋艺都获得了很大的提升。
